tree,n_missing_total,n_missing_1980_on,n_outliers_total
1s021a_raw,32,26,3
1s021B_raw,26,26,1
1s060c_raw,38,26,1
1s060B_raw,42,26,1
1s094A_raw,137,26,0
1s094x_raw,26,26,0
1s181a_raw,40,26,5
1s181B_raw,38,26,3
1s181d_raw,38,26,2
1s410A_raw,65,26,1
1s410B_raw,65,26,0
2s360a_raw,124,45,0
2s360b_raw,138,45,0
2s389a_raw,42,26,1
2s389b_raw,42,26,0
2s511c_raw,55,26,3
2s511b_raw,55,26,1
2s511d_raw,55,26,0
2s611a_raw,140,26,2
2s611c_raw,140,26,3
2s649A_raw,40,26,0
2s649B_raw,40,26,3
2s658a_raw,39,26,4
2s658b_raw,39,26,1
2s717a_raw,29,26,3
2s717B_raw,28,26,1
2s757a_raw,62,26,0
2s757b_raw,62,26,0
3s511_raw,48,26,3
3s521a_raw,40,26,0
3s521b_raw,41,26,0
3s662a_raw,32,26,1
3s662b_raw,32,26,4
3s712a_raw,36,26,1
3s712b_raw,36,26,0
3s758a_raw,26,26,0
3s758b_raw,26,26,0
3s758c_raw,26,26,0
4s042a_raw,89,45,0
4s042b_raw,91,45,1
4s042c_raw,92,45,2
4s134a_raw,42,26,3
4s134b_raw,49,34,0
4s358a_raw,26,26,0
4s358b_raw,26,26,6
4s371d_raw,26,26,2
4s371c_raw,26,26,1
4s371a_raw,26,26,4
4s371b_raw,26,26,1
4s442c_raw,34,26,2
4s442b_raw,34,26,2
