tree,n_missing_total,n_missing_1980_on,n_outliers_total
J9801S_raw,347,27,1
J9801N_raw,354,27,1
J9802N_raw,349,27,1
J9802E_raw,441,27,1
J9805N_raw,322,28,2
J9805W_raw,389,27,2
J9806N_raw,446,27,0
J9807N_raw,451,38,2
J9807S_raw,435,27,0
J9808N_raw,164,27,11
J9809W_raw,326,45,6
J9809E_raw,41,38,21
J9810N_raw,300,28,1
J9810W_raw,242,28,4
J9811N_raw,297,27,3
J9811S_raw,347,45,2
J9812W_raw,355,27,3
J9812N_raw,265,27,2
J9813S_raw,188,29,9
J9813N_raw,230,45,4
J9815N_raw,443,27,2
J9816N_raw,497,45,0
J9816M_raw,458,28,1
J9816S_raw,430,45,0
J9816T_raw,440,27,0
J9817E_raw,151,27,13
J9817N_raw,128,27,18
J9817W_raw,470,41,0
J9818E_raw,337,27,0
J9818W_raw,277,27,1
J9819W_raw,244,27,1
J9819N_raw,135,27,0
J9819S_raw,292,27,4
J9820N_raw,297,27,2
J9820S_raw,317,27,5
J9821W_raw,223,27,8
J9821N_raw,263,27,3
J9822E_raw,378,27,1
J9822N_raw,285,35,2
J9822S_raw,277,35,1
...42,635,45,0
