"","years","Tag","Ring_width(mm)"
"26538",1937,"2880249010690-2880259010690",1.83
"26539",1938,"2880249010690-2880259010690",1.72
"26540",1939,"2880249010690-2880259010690",1.59
"26541",1940,"2880249010690-2880259010690",1.84
"26542",1941,"2880249010690-2880259010690",1.78
"26543",1942,"2880249010690-2880259010690",1.78
"26544",1943,"2880249010690-2880259010690",1.69
"26545",1944,"2880249010690-2880259010690",1.64
"26546",1945,"2880249010690-2880259010690",1.4
"26547",1946,"2880249010690-2880259010690",1.42
"26548",1947,"2880249010690-2880259010690",1.17
"26549",1948,"2880249010690-2880259010690",1.23
"26550",1949,"2880249010690-2880259010690",1.35
"26551",1950,"2880249010690-2880259010690",1.36
"26552",1951,"2880249010690-2880259010690",1.1
"26553",1952,"2880249010690-2880259010690",1.27
"26554",1953,"2880249010690-2880259010690",1.55
"26555",1954,"2880249010690-2880259010690",1.59
"26556",1955,"2880249010690-2880259010690",1.7
"26557",1956,"2880249010690-2880259010690",1.33
"26558",1957,"2880249010690-2880259010690",1.54
"26559",1958,"2880249010690-2880259010690",1.95
"26560",1959,"2880249010690-2880259010690",1.69
"26561",1960,"2880249010690-2880259010690",1.28
"26562",1961,"2880249010690-2880259010690",1.75
"26563",1962,"2880249010690-2880259010690",1.98
"26564",1963,"2880249010690-2880259010690",1.67
"26565",1964,"2880249010690-2880259010690",1.91
"26566",1965,"2880249010690-2880259010690",1.98
"26567",1966,"2880249010690-2880259010690",2
"26568",1967,"2880249010690-2880259010690",1.77
"26569",1968,"2880249010690-2880259010690",1.45
"26570",1969,"2880249010690-2880259010690",1.57
"26571",1970,"2880249010690-2880259010690",1.7
"26572",1971,"2880249010690-2880259010690",1.33
"26573",1972,"2880249010690-2880259010690",1.37
"26574",1973,"2880249010690-2880259010690",1.52
"26575",1974,"2880249010690-2880259010690",1.52
"26576",1975,"2880249010690-2880259010690",1.14
"26577",1976,"2880249010690-2880259010690",1.13
"26578",1977,"2880249010690-2880259010690",1.26
"26579",1978,"2880249010690-2880259010690",1.46
"26580",1979,"2880249010690-2880259010690",1.52
"26581",1980,"2880249010690-2880259010690",1.07
"26582",1981,"2880249010690-2880259010690",1.65
"26583",1982,"2880249010690-2880259010690",1.87
"26584",1983,"2880249010690-2880259010690",1.57
"26585",1984,"2880249010690-2880259010690",1.39
"26586",1985,"2880249010690-2880259010690",1.17
"26587",1986,"2880249010690-2880259010690",0.87
"26588",1987,"2880249010690-2880259010690",1.37
"26589",1988,"2880249010690-2880259010690",1.42
"26590",1989,"2880249010690-2880259010690",1.16
"26591",1990,"2880249010690-2880259010690",1.03
"26592",1991,"2880249010690-2880259010690",0.89
"26593",1992,"2880249010690-2880259010690",1.37
"26594",1993,"2880249010690-2880259010690",1.08
"26595",1944,"2880266010690-2880273010690",2.62
"26596",1945,"2880266010690-2880273010690",3.45
"26597",1946,"2880266010690-2880273010690",2.56
"26598",1947,"2880266010690-2880273010690",4
"26599",1948,"2880266010690-2880273010690",4.68
"26600",1949,"2880266010690-2880273010690",4.96
"26601",1950,"2880266010690-2880273010690",3.05
"26602",1951,"2880266010690-2880273010690",1.99
"26603",1952,"2880266010690-2880273010690",4.59
"26604",1953,"2880266010690-2880273010690",2.65
"26605",1954,"2880266010690-2880273010690",2.76
"26606",1955,"2880266010690-2880273010690",3.88
"26607",1956,"2880266010690-2880273010690",3.08
"26608",1957,"2880266010690-2880273010690",3.86
"26609",1958,"2880266010690-2880273010690",4.23
"26610",1959,"2880266010690-2880273010690",2.85
"26611",1960,"2880266010690-2880273010690",2.99
"26612",1961,"2880266010690-2880273010690",3.29
"26613",1962,"2880266010690-2880273010690",3.1
"26614",1963,"2880266010690-2880273010690",2.29
"26615",1964,"2880266010690-2880273010690",1.82
"26616",1965,"2880266010690-2880273010690",3.62
"26617",1966,"2880266010690-2880273010690",3.14
"26618",1967,"2880266010690-2880273010690",2.93
"26619",1968,"2880266010690-2880273010690",3.42
"26620",1969,"2880266010690-2880273010690",4.61
"26621",1970,"2880266010690-2880273010690",2.13
"26622",1971,"2880266010690-2880273010690",2.47
"26623",1972,"2880266010690-2880273010690",3.36
"26624",1973,"2880266010690-2880273010690",2.96
"26625",1974,"2880266010690-2880273010690",2.2
"26626",1975,"2880266010690-2880273010690",2.25
"26627",1976,"2880266010690-2880273010690",3.18
"26628",1977,"2880266010690-2880273010690",1.05
"26629",1978,"2880266010690-2880273010690",2.76
"26630",1979,"2880266010690-2880273010690",2.9
"26631",1980,"2880266010690-2880273010690",2.69
"26632",1981,"2880266010690-2880273010690",2.31
"26633",1982,"2880266010690-2880273010690",3.2
"26634",1983,"2880266010690-2880273010690",4.14
"26635",1984,"2880266010690-2880273010690",3.06
"26636",1985,"2880266010690-2880273010690",2.59
"26637",1986,"2880266010690-2880273010690",3.19
"26638",1987,"2880266010690-2880273010690",2.59
"26639",1988,"2880266010690-2880273010690",2.45
"26640",1989,"2880266010690-2880273010690",3.08
"26641",1990,"2880266010690-2880273010690",2.62
"26642",1991,"2880266010690-2880273010690",1.83
"26643",1992,"2880266010690-2880273010690",2.51
"26644",1993,"2880266010690-2880273010690",2.76
"26645",1994,"2880266010690-2880273010690",2.31
"26646",1929,"2880266010690-2880275010690",2.02
"26647",1930,"2880266010690-2880275010690",2.23
"26648",1931,"2880266010690-2880275010690",2.19
"26649",1932,"2880266010690-2880275010690",3.75
"26650",1933,"2880266010690-2880275010690",3.03
"26651",1934,"2880266010690-2880275010690",2.93
"26652",1935,"2880266010690-2880275010690",3.78
"26653",1936,"2880266010690-2880275010690",5.12
"26654",1937,"2880266010690-2880275010690",5.37
"26655",1938,"2880266010690-2880275010690",4.3
"26656",1939,"2880266010690-2880275010690",4.75
"26657",1940,"2880266010690-2880275010690",4.23
"26658",1941,"2880266010690-2880275010690",6.84
"26659",1942,"2880266010690-2880275010690",5.09
"26660",1943,"2880266010690-2880275010690",4.12
"26661",1944,"2880266010690-2880275010690",4.19
"26662",1945,"2880266010690-2880275010690",4.54
"26663",1946,"2880266010690-2880275010690",3.2
"26664",1947,"2880266010690-2880275010690",4.03
"26665",1948,"2880266010690-2880275010690",4.04
"26666",1949,"2880266010690-2880275010690",4.44
"26667",1950,"2880266010690-2880275010690",3.22
"26668",1951,"2880266010690-2880275010690",2.62
"26669",1952,"2880266010690-2880275010690",4.22
"26670",1953,"2880266010690-2880275010690",2.15
"26671",1954,"2880266010690-2880275010690",3.1
"26672",1955,"2880266010690-2880275010690",3.6
"26673",1956,"2880266010690-2880275010690",3.39
"26674",1957,"2880266010690-2880275010690",4.74
"26675",1958,"2880266010690-2880275010690",3.53
"26676",1959,"2880266010690-2880275010690",3.17
"26677",1960,"2880266010690-2880275010690",3.49
"26678",1961,"2880266010690-2880275010690",3.74
"26679",1962,"2880266010690-2880275010690",2.78
"26680",1963,"2880266010690-2880275010690",2.63
"26681",1964,"2880266010690-2880275010690",2.96
"26682",1965,"2880266010690-2880275010690",3.37
"26683",1966,"2880266010690-2880275010690",3.08
"26684",1967,"2880266010690-2880275010690",3.74
"26685",1968,"2880266010690-2880275010690",3.91
"26686",1969,"2880266010690-2880275010690",4.42
"26687",1970,"2880266010690-2880275010690",2.52
"26688",1971,"2880266010690-2880275010690",2.1
"26689",1972,"2880266010690-2880275010690",3.44
"26690",1973,"2880266010690-2880275010690",3.45
"26691",1974,"2880266010690-2880275010690",2.09
"26692",1975,"2880266010690-2880275010690",3.13
"26693",1976,"2880266010690-2880275010690",3.41
"26694",1977,"2880266010690-2880275010690",1.18
"26695",1978,"2880266010690-2880275010690",2.96
"26696",1979,"2880266010690-2880275010690",2.09
"26697",1980,"2880266010690-2880275010690",2.23
"26698",1981,"2880266010690-2880275010690",1.39
"26699",1982,"2880266010690-2880275010690",2.09
"26700",1983,"2880266010690-2880275010690",1.63
"26701",1984,"2880266010690-2880275010690",1.27
"26702",1985,"2880266010690-2880275010690",0.98
"26703",1986,"2880266010690-2880275010690",2.02
"26704",1987,"2880266010690-2880275010690",1.76
"26705",1988,"2880266010690-2880275010690",2.03
"26706",1989,"2880266010690-2880275010690",2.87
"26707",1990,"2880266010690-2880275010690",2.06
"26708",1991,"2880266010690-2880275010690",1.61
"26709",1992,"2880266010690-2880275010690",2.43
"26710",1993,"2880266010690-2880275010690",1.98
"26711",1994,"2880266010690-2880275010690",2.43
"26712",1953,"2880282010690-2880297010690",1.01
"26713",1954,"2880282010690-2880297010690",1.68
"26714",1955,"2880282010690-2880297010690",1.96
"26715",1956,"2880282010690-2880297010690",2.73
"26716",1957,"2880282010690-2880297010690",2.5
"26717",1958,"2880282010690-2880297010690",2.11
"26718",1959,"2880282010690-2880297010690",2.35
"26719",1960,"2880282010690-2880297010690",2.48
"26720",1961,"2880282010690-2880297010690",2.45
"26721",1962,"2880282010690-2880297010690",2.48
"26722",1963,"2880282010690-2880297010690",2.04
"26723",1964,"2880282010690-2880297010690",2.56
"26724",1965,"2880282010690-2880297010690",2.81
"26725",1966,"2880282010690-2880297010690",2.13
"26726",1967,"2880282010690-2880297010690",2.73
"26727",1968,"2880282010690-2880297010690",2.81
"26728",1969,"2880282010690-2880297010690",2.3
"26729",1970,"2880282010690-2880297010690",2.38
"26730",1971,"2880282010690-2880297010690",2.54
"26731",1972,"2880282010690-2880297010690",2.63
"26732",1973,"2880282010690-2880297010690",2.11
"26733",1974,"2880282010690-2880297010690",2.2
"26734",1975,"2880282010690-2880297010690",2.54
"26735",1976,"2880282010690-2880297010690",1.79
"26736",1977,"2880282010690-2880297010690",1.27
"26737",1978,"2880282010690-2880297010690",1.6
"26738",1979,"2880282010690-2880297010690",1.53
"26739",1980,"2880282010690-2880297010690",1.52
"26740",1981,"2880282010690-2880297010690",1.95
"26741",1982,"2880282010690-2880297010690",1.61
"26742",1983,"2880282010690-2880297010690",2.03
"26743",1984,"2880282010690-2880297010690",2.46
"26744",1985,"2880282010690-2880297010690",1.86
"26745",1986,"2880282010690-2880297010690",1.95
"26746",1987,"2880282010690-2880297010690",1.6
"26747",1988,"2880282010690-2880297010690",2.8
"26748",1989,"2880282010690-2880297010690",2.62
"26749",1990,"2880282010690-2880297010690",1.7
"26750",1991,"2880282010690-2880297010690",2.79
"26751",1992,"2880282010690-2880297010690",2.37
"26752",1993,"2880282010690-2880297010690",2.12
"26753",1994,"2880282010690-2880297010690",1.86
"26754",1995,"2880282010690-2880297010690",2.29
"26755",1996,"2880282010690-2880297010690",2.54
"26756",1997,"2880282010690-2880297010690",1.1
"26757",1933,"2880314010690-2880321010690",1.88
"26758",1934,"2880314010690-2880321010690",1.77
"26759",1935,"2880314010690-2880321010690",2.45
"26760",1936,"2880314010690-2880321010690",1.9
"26761",1937,"2880314010690-2880321010690",2.16
"26762",1938,"2880314010690-2880321010690",1.74
"26763",1939,"2880314010690-2880321010690",1.81
"26764",1940,"2880314010690-2880321010690",1.64
"26765",1941,"2880314010690-2880321010690",1.26
"26766",1942,"2880314010690-2880321010690",1.51
"26767",1943,"2880314010690-2880321010690",1.15
"26768",1944,"2880314010690-2880321010690",1.74
"26769",1945,"2880314010690-2880321010690",1.5
"26770",1946,"2880314010690-2880321010690",1.51
"26771",1947,"2880314010690-2880321010690",1.11
"26772",1948,"2880314010690-2880321010690",1.08
"26773",1949,"2880314010690-2880321010690",1
"26774",1950,"2880314010690-2880321010690",1.2
"26775",1951,"2880314010690-2880321010690",1.38
"26776",1952,"2880314010690-2880321010690",1.51
"26777",1953,"2880314010690-2880321010690",0.86
"26778",1954,"2880314010690-2880321010690",1.18
"26779",1955,"2880314010690-2880321010690",1.42
"26780",1956,"2880314010690-2880321010690",1.19
"26781",1957,"2880314010690-2880321010690",1.03
"26782",1958,"2880314010690-2880321010690",0.87
"26783",1959,"2880314010690-2880321010690",0.69
"26784",1960,"2880314010690-2880321010690",0.82
"26785",1961,"2880314010690-2880321010690",1.04
"26786",1962,"2880314010690-2880321010690",0.76
"26787",1963,"2880314010690-2880321010690",0.72
"26788",1964,"2880314010690-2880321010690",0.84
"26789",1965,"2880314010690-2880321010690",0.74
"26790",1966,"2880314010690-2880321010690",1.11
"26791",1967,"2880314010690-2880321010690",0.94
"26792",1968,"2880314010690-2880321010690",1.24
"26793",1969,"2880314010690-2880321010690",0.85
"26794",1970,"2880314010690-2880321010690",1.29
"26795",1971,"2880314010690-2880321010690",0.96
"26796",1972,"2880314010690-2880321010690",1.27
"26797",1973,"2880314010690-2880321010690",1.1
"26798",1974,"2880314010690-2880321010690",1.13
"26799",1975,"2880314010690-2880321010690",1.38
"26800",1976,"2880314010690-2880321010690",1.25
"26801",1977,"2880314010690-2880321010690",0.78
"26802",1978,"2880314010690-2880321010690",1.21
"26803",1979,"2880314010690-2880321010690",0.81
"26804",1980,"2880314010690-2880321010690",0.93
"26805",1981,"2880314010690-2880321010690",1.03
"26806",1982,"2880314010690-2880321010690",0.98
"26807",1983,"2880314010690-2880321010690",1.04
"26808",1984,"2880314010690-2880321010690",1.26
"26809",1985,"2880314010690-2880321010690",1.53
"26810",1986,"2880314010690-2880321010690",1.52
"26811",1987,"2880314010690-2880321010690",1.56
"26812",1988,"2880314010690-2880321010690",1.44
"26813",1989,"2880314010690-2880321010690",1.8
"26814",1990,"2880314010690-2880321010690",1.97
"26815",1991,"2880314010690-2880321010690",1.95
"26816",1992,"2880314010690-2880321010690",1.62
"26817",1993,"2880314010690-2880321010690",1.33
"26818",1994,"2880314010690-2880321010690",1.17
"26819",1995,"2880314010690-2880321010690",1.39
"26820",1996,"2880314010690-2880321010690",1.2
"26821",1955,"2880314010690-2880322010690",3.31
"26822",1956,"2880314010690-2880322010690",2.5
"26823",1957,"2880314010690-2880322010690",5.47
"26824",1958,"2880314010690-2880322010690",2.49
"26825",1959,"2880314010690-2880322010690",1.98
"26826",1960,"2880314010690-2880322010690",3.16
"26827",1961,"2880314010690-2880322010690",2.04
"26828",1962,"2880314010690-2880322010690",2.79
"26829",1963,"2880314010690-2880322010690",1.86
"26830",1964,"2880314010690-2880322010690",1.65
"26831",1965,"2880314010690-2880322010690",2.03
"26832",1966,"2880314010690-2880322010690",2.4
"26833",1967,"2880314010690-2880322010690",3.06
"26834",1968,"2880314010690-2880322010690",2.44
"26835",1969,"2880314010690-2880322010690",1.42
"26836",1970,"2880314010690-2880322010690",0.94
"26837",1971,"2880314010690-2880322010690",1.58
"26838",1972,"2880314010690-2880322010690",1.67
"26839",1973,"2880314010690-2880322010690",2.06
"26840",1974,"2880314010690-2880322010690",1.28
"26841",1975,"2880314010690-2880322010690",1.53
"26842",1976,"2880314010690-2880322010690",1.26
"26843",1977,"2880314010690-2880322010690",0.61
"26844",1978,"2880314010690-2880322010690",1.09
"26845",1979,"2880314010690-2880322010690",1.29
"26846",1980,"2880314010690-2880322010690",1.05
"26847",1981,"2880314010690-2880322010690",1.44
"26848",1982,"2880314010690-2880322010690",1.59
"26849",1983,"2880314010690-2880322010690",1.66
"26850",1984,"2880314010690-2880322010690",1.92
"26851",1985,"2880314010690-2880322010690",1.29
"26852",1986,"2880314010690-2880322010690",1.53
"26853",1987,"2880314010690-2880322010690",1.02
"26854",1988,"2880314010690-2880322010690",1.38
"26855",1989,"2880314010690-2880322010690",1.16
"26856",1990,"2880314010690-2880322010690",1.23
"26857",1991,"2880314010690-2880322010690",0.93
"26858",1992,"2880314010690-2880322010690",1.06
"26859",1993,"2880314010690-2880322010690",1.4
"26860",1994,"2880314010690-2880322010690",0.7
"26861",1995,"2880314010690-2880322010690",1.21
"26862",1996,"2880314010690-2880322010690",0.62
"26863",1997,"2880314010690-2880322010690",0.49
"26864",1897,"2880371010690-2880389010690",0.29
"26865",1898,"2880371010690-2880389010690",0.26
"26866",1899,"2880371010690-2880389010690",0.18
"26867",1900,"2880371010690-2880389010690",0.22
"26868",1901,"2880371010690-2880389010690",0.28
"26869",1902,"2880371010690-2880389010690",0.11
"26870",1903,"2880371010690-2880389010690",0.29
"26871",1904,"2880371010690-2880389010690",0.29
"26872",1905,"2880371010690-2880389010690",0.27
"26873",1906,"2880371010690-2880389010690",0.41
"26874",1907,"2880371010690-2880389010690",0.49
"26875",1908,"2880371010690-2880389010690",0.42
"26876",1909,"2880371010690-2880389010690",0.58
