tree,n_missing_total,n_missing_1980_on,n_outliers_total
ABP01A_raw,217,3,2
ABP01B_raw,222,3,2
ABP02A_raw,46,3,3
ABP02B_raw,44,3,5
ABP03A_raw,143,3,1
ABP03B_raw,106,3,5
ABP04A_raw,150,3,0
ABP04B_raw,132,3,3
ABP05A_raw,59,3,3
ABP05B_raw,60,3,3
ABP06A_raw,64,3,5
ABP06B_raw,70,3,3
ABP07A_raw,124,3,2
ABP07B_raw,105,3,3
ABP08A_raw,92,3,6
ABP08B_raw,87,3,3
ABP09A_raw,3,3,2
ABP09B_raw,154,45,2
ABP10A_raw,105,3,3
ABP10B_raw,115,3,2
ABP11A_raw,85,3,0
ABP11B_raw,51,3,0
ABP12A_raw,156,3,1
ABP12B_raw,160,3,1
ABP13A_raw,35,3,7
ABP13B_raw,84,15,4
ABP14A_raw,166,12,4
ABP14B_raw,161,3,0
