tree,n_missing_total,n_missing_1980_on,n_outliers_total
HIL011_raw,1307,40,4
HIL021_raw,902,45,8
HIL031_raw,1468,45,12
HIL032_raw,1875,45,1
HIL041_raw,1550,40,7
HIL051_raw,825,40,17
HIL052_raw,673,40,7
HIL061_raw,343,40,14
HIL062_raw,527,40,15
HIL071_raw,1354,45,3
HIL081_raw,1264,40,8
HIL082_raw,1180,40,12
HIL091_raw,1022,45,4
HIL101_raw,1050,45,30
HIL102_raw,1289,40,6
HIL111_raw,964,40,7
HIL121_raw,1544,40,3
HIL131_raw,1708,45,1
HIL132_raw,1240,40,9
HIL141_raw,408,40,12
HIL142_raw,758,40,9
HIL151_raw,968,40,22
HIL161_raw,377,40,14
HIL162_raw,764,40,7
HIL171_raw,594,40,9
HIL181_raw,534,40,6
HIL182_raw,747,45,15
HIL191_raw,1248,40,3
HIL192_raw,673,40,14
HIL201_raw,809,40,27
HIL221_raw,597,45,14
HIL231_raw,260,40,14
HIL232_raw,534,40,8
HIL240_raw,1716,45,0
HIL241_raw,1400,40,3
HIL242_raw,795,40,3
HIL251_raw,547,40,8
HIL261_raw,926,40,7
HIL272_raw,1524,45,5
HIL273_raw,740,40,7
HIL311_raw,418,45,6
HIL312_raw,1594,45,2
HIL582_raw,60,45,9
HIL592_raw,1609,45,2
HIL593_raw,1625,45,2
