tree,n_missing_total,n_missing_1980_on,n_outliers_total
TRWB531A_raw,141,34,2
TRWB531B_raw,139,34,2
TRWB532A_raw,208,34,2
TRWB532B_raw,143,34,6
TRWB533A_raw,138,34,5
TRWB533B_raw,112,33,1
TRWB541A_raw,167,34,1
TRWB541B_raw,215,34,1
TRWB544A_raw,102,34,2
TRWB544B_raw,93,34,1
TRWB546A_raw,39,34,3
TRWB546B_raw,34,34,0
TRWB547A_raw,195,34,0
TRWB547B_raw,195,34,1
TRWB548A_raw,144,34,3
TRWB548B_raw,149,34,4
TRWB549A_raw,172,34,2
TRWB549B_raw,175,34,1
TRWB550A_raw,199,34,2
TRWB550B_raw,222,41,4
TRWB551A_raw,97,34,2
TRWB551B_raw,93,34,3
TRWB554A_raw,168,34,2
TRWB554B_raw,155,34,0
TRWB555A_raw,255,34,0
TRWB555B_raw,202,34,2
TRWB556A_raw,57,34,0
TRWB556B_raw,248,34,0
TRWB568B_raw,145,34,0
TRWB569A_raw,125,34,1
TRWB569B_raw,139,34,0
TRWB570A_raw,164,34,1
TRWB570B_raw,127,34,6
TRWB571A_raw,135,34,1
TRWB573A_raw,105,34,2
TRWB573B_raw,143,34,1
