tree,n_missing_total,n_missing_1980_on,n_outliers_total
M9801N_raw,138,27,2
M9801W_raw,140,27,1
M9802N_raw,134,27,2
M9802N2_raw,143,27,1
M9802SW_raw,168,27,0
M9803E_raw,192,27,2
M9803E2_raw,223,27,3
M9803W_raw,45,27,1
M9803W2_raw,52,27,2
M9804E_raw,27,27,2
M9804E2_raw,161,27,1
M9805N_raw,144,27,1
M9805S_raw,164,27,1
M9806N_raw,65,27,0
M9806W_raw,53,30,2
M9807SE_raw,154,27,3
M9808N_raw,162,27,0
M9808N2_raw,161,27,0
M9808SW_raw,169,27,0
M9809NE_raw,60,27,4
M9809NW_raw,116,27,1
M9809W_raw,240,27,1
M9811N_raw,151,27,2
M9811S_raw,148,27,2
M9813N_raw,140,27,1
M9813SW_raw,236,45,1
M9815S_raw,89,27,2
M9815SW_raw,112,27,2
M9815E_raw,109,27,1
M9817N_raw,188,27,0
M9817W_raw,147,27,0
M9819N_raw,123,28,0
M9819W_raw,148,27,1
M9820N_raw,181,27,1
M9820NW_raw,183,27,1
M9821NE_raw,43,27,3
M9821NW_raw,60,27,5
M9821W_raw,82,27,3
