age_CE,BRP26A_raw,BRP26B_raw,BRP27A_raw,BRP27B_raw,BRP28A_raw,BRP28B_raw,BRP29A_raw,BRP29B_raw,BRP33A_raw,BRP33B_raw,BRP34A_raw,BRP34B_raw,BRP37A_raw,BRP37B_raw,BRP38A_raw,BRP38B_raw,BRP41A_raw,BRP41B_raw,BRP42A_raw,BRP42B_raw,BRP44A_raw,BRP44B_raw,BRP44C_raw,BRP45A_raw,BRP45B_raw,BRP26A_raw_outlier_flag,BRP26B_raw_outlier_flag,BRP27A_raw_outlier_flag,BRP27B_raw_outlier_flag,BRP28A_raw_outlier_flag,BRP28B_raw_outlier_flag,BRP29A_raw_outlier_flag,BRP29B_raw_outlier_flag,BRP33A_raw_outlier_flag,BRP33B_raw_outlier_flag,BRP34A_raw_outlier_flag,BRP34B_raw_outlier_flag,BRP37A_raw_outlier_flag,BRP37B_raw_outlier_flag,BRP38A_raw_outlier_flag,BRP38B_raw_outlier_flag,BRP41A_raw_outlier_flag,BRP41B_raw_outlier_flag,BRP42A_raw_outlier_flag,BRP42B_raw_outlier_flag,BRP44A_raw_outlier_flag,BRP44B_raw_outlier_flag,BRP44C_raw_outlier_flag,BRP45A_raw_outlier_flag,BRP45B_raw_outlier_flag
1668,NA,NA,NA,NA,1.465,1.155,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,NA,NA,NA,NA,2.874,2.989,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,NA,NA,NA,NA,2.155,1.892,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,NA,NA,3.657,3.675,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,NA,NA,2.374,2.825,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,NA,NA,2.668,2.585,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,NA,NA,2.719,2.605,NA,1.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,NA,NA,2.002,2.398,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.074,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1676,NA,NA,NA,NA,2.195,2.381,NA,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.363,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1677,NA,NA,NA,NA,2.236,2.537,NA,0.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,1.641,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1678,NA,NA,NA,NA,1.659,1.585,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.904,1.102,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1679,NA,NA,NA,NA,1.399,1.502,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.708,0.896,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1680,NA,NA,NA,NA,1.569,1.225,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.572,1.471,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA
1681,NA,NA,NA,NA,1.525,1.03,NA,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.694,0.947,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1682,NA,NA,NA,NA,1.623,2.248,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.986,0.902,0.827,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
1683,NA,NA,NA,NA,1.949,1.931,NA,1.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.139,2.358,2.025,0.898,1.042,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1684,NA,NA,NA,NA,1.542,1.674,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.302,1.694,1.662,0.623,0.702,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1685,NA,NA,NA,NA,1.793,1.167,NA,1.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589,1.079,0.914,0.726,0.677,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1686,NA,NA,NA,NA,3.037,2.772,NA,1.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,2.431,1.922,1.764,2.021,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE
1687,NA,NA,NA,NA,1.896,1.909,1.473,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.226,1.636,1.421,1.421,1.301,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1688,NA,NA,NA,NA,2.05,1.672,1.341,1.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.522,1.775,1.726,1.799,1.613,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1689,NA,NA,NA,NA,1.614,2.396,1.121,1.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.602,2.127,1.756,1.913,1.612,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1690,NA,NA,NA,NA,1.663,1.905,2.023,1.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.042,2.486,2.312,1.747,1.542,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
1691,NA,NA,NA,NA,2.437,1.929,2.288,1.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.047,2.155,1.622,1.193,1.533,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1692,NA,NA,NA,NA,2.959,2.338,2.892,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.116,2.375,2.301,1.49,1.514,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1693,NA,NA,NA,NA,3.006,2.036,3.008,2.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.393,2.203,1.534,1.725,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE
1694,NA,NA,NA,NA,2.344,2.02,2.566,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.007,1.696,1.615,1.436,1.343,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1695,NA,NA,NA,NA,1.68,1.323,2.125,1.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,1.202,0.804,0.623,0.467,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1696,NA,NA,NA,NA,1.496,1.224,1.021,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942,0.652,0.53,0.068,0.061,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1697,NA,NA,NA,NA,1.97,1.853,1.984,1.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,0.938,0.972,0.099,0.14,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1698,NA,NA,NA,NA,2.02,1.977,2.294,1.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.038,0.979,1.122,0.34,0.365,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1699,NA,NA,NA,NA,2.716,2.601,2.987,1.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375,1.178,1.045,0.726,0.683,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1700,NA,NA,NA,NA,2.837,2.002,2.619,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853,1.151,1.183,0.985,0.831,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1701,NA,NA,NA,NA,1.938,1.221,1.467,1.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643,0.791,0.786,0.914,0.939,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1702,NA,NA,NA,NA,1.442,1.369,1.174,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815,0.665,0.664,0.79,0.605,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1703,NA,NA,NA,NA,1.351,1.024,0.807,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,0.247,0.348,1.056,0.586,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1704,NA,NA,NA,NA,1.247,1.359,0.909,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282,0.261,0.223,0.593,0.543,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1705,NA,NA,NA,NA,1.369,2.04,1.156,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,0.392,0.437,0.8,0.405,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1706,NA,NA,NA,NA,1.029,1.882,0.907,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,0.3,0.25,0.964,0.648,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1707,NA,NA,NA,NA,0.736,0.928,0.871,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,0.349,0.235,0.781,0.365,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1708,NA,NA,NA,NA,1.505,2.225,1.068,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657,0.564,0.46,0.464,0.961,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1709,NA,NA,NA,NA,1.523,1.687,1.085,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776,0.773,0.693,1.077,1.201,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1710,NA,NA,NA,NA,1.747,1.882,0.826,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.483,1.241,1.403,1.044,1.111,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1711,NA,NA,NA,NA,0.953,1.063,0.191,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984,0.92,0.774,0.381,0.678,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1712,NA,NA,NA,NA,0.786,1.912,0.545,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.393,1.265,1.189,0.66,0.889,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1713,NA,NA,NA,NA,1.087,1.562,0.573,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.289,1.195,0.865,0.746,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1714,NA,NA,NA,NA,1.134,1.855,0.924,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.349,0.974,1.632,1.001,1.277,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1715,NA,NA,NA,NA,0.978,1.52,0.503,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,0.973,1.049,0.781,0.91,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1716,NA,NA,NA,NA,0.807,1.027,0.328,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,0.741,0.824,0.858,0.461,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1717,NA,NA,NA,NA,1.301,1.356,0.358,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.671,1.188,1.525,0.558,0.658,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1718,NA,NA,NA,NA,2.015,1.583,0.787,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.184,2.219,2.643,1.29,1.317,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE
1719,NA,NA,NA,NA,1.198,0.639,0.576,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.115,1.543,1.306,0.906,0.781,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1720,NA,NA,NA,NA,2.076,1.183,0.829,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.733,1.815,1.772,1.284,0.913,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1721,NA,NA,NA,NA,1.509,0.704,0.973,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.395,1.608,1.798,1.25,1.478,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1722,NA,NA,NA,NA,1.959,1.128,0.686,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.765,1.716,1.875,1.014,1.471,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1723,NA,NA,NA,NA,1.925,1.284,0.681,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.403,1.603,1.702,0.914,0.914,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1724,NA,NA,NA,NA,1.546,0.617,0.336,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,1.099,0.975,0.719,0.793,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1725,NA,NA,NA,NA,3.011,1.203,0.728,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.674,1.781,1.762,1.336,1.605,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1726,NA,NA,NA,NA,3.236,1.342,0.824,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.935,1.93,1.952,1.2,1.412,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1727,NA,NA,NA,NA,1.222,0.663,0.473,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853,1.029,0.851,0.809,0.869,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1728,NA,NA,NA,NA,2.095,0.675,0.163,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949,1.207,1.348,0.718,0.839,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
