tree,n_missing_total,n_missing_1980_on,n_outliers_total
GMF011_raw,293,38,3
GMF012_raw,285,38,2
GMF021_raw,49,38,3
GMF022_raw,38,38,2
GMF031_raw,281,38,0
GMF032_raw,272,38,1
GMF041_raw,240,38,1
GMF042_raw,254,38,2
GMF051_raw,256,38,0
GMF052_raw,197,38,0
GMF061_raw,334,38,3
GMF062_raw,291,38,2
GMF071_raw,222,38,3
GMF072_raw,279,38,1
GMF081_raw,103,38,14
GMF082_raw,148,40,5
GMF091_raw,290,38,3
GMF101_raw,211,41,9
GMF102_raw,210,38,13
GMF111_raw,207,38,6
GMF112_raw,216,43,2
GMF121_raw,348,41,1
GMF122_raw,236,42,1
GMF131_raw,209,38,3
GMF141_raw,221,38,6
GMF151_raw,276,38,2
GMF161_raw,274,38,2
GMF162_raw,260,38,3
