age_CE,162011_raw,162012_raw,162021_raw,162022_raw,162031_raw,162032_raw,162041_raw,162042_raw,162051_raw,162052_raw,162061_raw,162062_raw,162071_raw,162072_raw,162011_raw_outlier_flag,162012_raw_outlier_flag,162021_raw_outlier_flag,162022_raw_outlier_flag,162031_raw_outlier_flag,162032_raw_outlier_flag,162041_raw_outlier_flag,162042_raw_outlier_flag,162051_raw_outlier_flag,162052_raw_outlier_flag,162061_raw_outlier_flag,162062_raw_outlier_flag,162071_raw_outlier_flag,162072_raw_outlier_flag
1660,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,NA,NA,NA,NA,0.18,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,NA,NA,0.92,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,NA,NA,0.43,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,NA,NA,0.76,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,NA,NA,0.37,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,NA,NA,1.02,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,NA,NA,1.02,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1677,NA,NA,NA,NA,1.57,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1678,NA,NA,NA,NA,1.06,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1679,NA,NA,NA,NA,1.15,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,NA,NA,1.75,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1681,NA,NA,NA,NA,1.23,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1682,NA,NA,NA,NA,1.31,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1683,NA,NA,NA,NA,1.69,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1684,NA,NA,NA,NA,1.87,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1685,NA,NA,NA,NA,1.1,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1686,NA,NA,NA,NA,1.9,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1687,NA,NA,NA,NA,1.15,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1688,NA,NA,NA,NA,1.68,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,NA,NA,1.7,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1690,NA,NA,NA,NA,2.26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1691,NA,NA,NA,NA,1.88,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1692,NA,NA,NA,NA,1.98,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1693,NA,NA,NA,NA,2.53,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
1694,NA,NA,NA,NA,1.73,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1695,NA,NA,NA,NA,1.18,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1696,NA,NA,NA,NA,0.75,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1697,NA,NA,NA,NA,1.2,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1698,NA,NA,NA,NA,1.7,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1699,NA,NA,NA,NA,2.06,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1700,NA,NA,NA,NA,2.28,2.46,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
1701,NA,NA,NA,NA,2.59,2.89,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
1702,NA,NA,NA,NA,2.39,2.75,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
1703,NA,NA,NA,NA,1.62,1.44,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1704,NA,NA,NA,NA,1.58,1.44,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1705,NA,NA,NA,NA,2.06,1.82,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1706,NA,NA,NA,NA,2.43,2.19,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1707,NA,NA,NA,NA,0.78,0.72,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1708,NA,NA,NA,NA,0.81,0.84,0.75,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1709,NA,NA,NA,NA,1.21,1.22,0.37,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1710,NA,NA,NA,NA,1.74,1.75,1.85,NA,NA,NA,2.19,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1711,NA,NA,NA,NA,0.92,0.79,1.64,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1712,NA,NA,NA,NA,1.17,1.01,1.25,NA,NA,NA,3.02,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1713,NA,NA,NA,NA,1.21,1.37,1.42,NA,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1714,NA,NA,NA,NA,1.77,2.25,2.32,NA,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1715,NA,NA,NA,NA,1.25,1.69,1.8,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1716,NA,NA,NA,NA,0.61,0.53,0.94,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1717,NA,NA,NA,NA,1.63,1.62,1.78,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1718,NA,NA,NA,NA,1.42,1.68,2.04,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1719,NA,NA,NA,NA,1.12,1,1.58,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA
1720,NA,NA,NA,NA,1.37,1.12,1.89,NA,NA,NA,1.75,NA,NA,1.54,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1721,NA,NA,NA,NA,1.47,1.32,1.74,NA,NA,NA,1.99,NA,NA,1.14,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1722,NA,NA,NA,NA,1.42,1.15,1.35,NA,NA,NA,1.82,NA,NA,1.27,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1723,NA,NA,NA,NA,1.5,0.93,2.28,NA,NA,NA,1.61,NA,NA,1.33,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1724,NA,NA,NA,NA,1.17,0.82,1.19,NA,NA,NA,1.42,NA,NA,0.7,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1725,NA,NA,NA,NA,1.26,0.87,1.65,NA,NA,NA,1.19,NA,NA,1.18,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1726,NA,NA,NA,NA,2.45,2.05,2.47,NA,NA,NA,2.54,NA,NA,2.97,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,TRUE
1727,NA,NA,NA,NA,1.07,0.68,1.7,NA,NA,NA,1.89,NA,NA,1.35,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1728,NA,NA,NA,NA,1.15,0.91,1.7,NA,NA,NA,1.93,NA,NA,1.41,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1729,NA,NA,NA,NA,1.75,1.34,1.68,NA,NA,NA,1.03,NA,NA,1.55,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1730,NA,NA,NA,NA,1.25,0.74,1.76,1.68,NA,0.88,1.89,NA,1.93,1.24,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1731,NA,NA,NA,NA,0.7,0.58,1.16,0.8,NA,1.51,1.44,NA,1.73,0.57,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1732,NA,NA,NA,NA,1.33,0.95,1.12,1.12,NA,0.54,1.24,NA,1.69,0.54,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1733,NA,NA,NA,NA,0.36,0.35,0.27,0.42,NA,0.46,0.27,NA,0.82,0.27,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1734,NA,NA,NA,NA,1.15,1.1,0.89,1.48,NA,0.59,1.92,NA,1.68,1.15,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1735,NA,NA,NA,NA,0.55,0.31,0.46,0.54,NA,0.24,0.58,NA,0.91,0.51,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1736,NA,NA,NA,NA,0.7,0.46,0.43,0.5,NA,0.39,0.37,NA,0.48,0.17,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1737,NA,NA,NA,NA,1.05,0.7,0.76,0.97,NA,0.44,0.96,NA,1.02,0.37,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1738,NA,NA,NA,NA,1.28,1.07,1.46,1.43,NA,0.83,2.15,NA,1.48,0.57,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1739,NA,NA,NA,NA,1.28,0.89,1.25,0.7,NA,0.28,1.97,NA,1.59,0.48,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1740,NA,NA,NA,NA,0.77,0.43,0.78,0.57,NA,0.16,2.08,NA,1.87,0.32,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1741,NA,NA,NA,NA,1.37,1.02,1.26,1.08,NA,0.28,2.69,NA,2.87,1.03,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE
1742,NA,NA,NA,NA,0.91,0.64,1.2,1.25,NA,0.27,2.26,1.75,1.7,0.61,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1743,NA,NA,NA,NA,1.51,1.37,1.3,1.29,NA,0.15,2.81,1.8,2.13,1.12,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
