age_CE,FTV01A_raw,FTV02A_raw,FTV02B_raw,FTV04A_raw,FTV04B_raw,FTV05A_raw,FTV05B_raw,FTV06A_raw,FTV06B_raw,FTV07A_raw,FTV07B_raw,FTV08A_raw,FTV08B_raw,FTV09A_raw,FTV09B_raw,FTV10A_raw,FTV10B_raw,FTV11A_raw,FTV11B_raw,FTV12A_raw,FTV12B_raw,FTV13A_raw,FTV13B_raw,FTV14A_raw,FTV14B_raw,FTV15A_raw,FTV15B_raw,FTV16A_raw,FTV16B_raw,FTV17B_raw,FTV19B_raw,FTV20B_raw,FTV01A_raw_outlier_flag,FTV02A_raw_outlier_flag,FTV02B_raw_outlier_flag,FTV04A_raw_outlier_flag,FTV04B_raw_outlier_flag,FTV05A_raw_outlier_flag,FTV05B_raw_outlier_flag,FTV06A_raw_outlier_flag,FTV06B_raw_outlier_flag,FTV07A_raw_outlier_flag,FTV07B_raw_outlier_flag,FTV08A_raw_outlier_flag,FTV08B_raw_outlier_flag,FTV09A_raw_outlier_flag,FTV09B_raw_outlier_flag,FTV10A_raw_outlier_flag,FTV10B_raw_outlier_flag,FTV11A_raw_outlier_flag,FTV11B_raw_outlier_flag,FTV12A_raw_outlier_flag,FTV12B_raw_outlier_flag,FTV13A_raw_outlier_flag,FTV13B_raw_outlier_flag,FTV14A_raw_outlier_flag,FTV14B_raw_outlier_flag,FTV15A_raw_outlier_flag,FTV15B_raw_outlier_flag,FTV16A_raw_outlier_flag,FTV16B_raw_outlier_flag,FTV17B_raw_outlier_flag,FTV19B_raw_outlier_flag,FTV20B_raw_outlier_flag
1973,0.755,1.055,0.366,0.877,0.894,0.4,0.48,0.694,0.55,1.228,1.393,0.959,0.6,0.844,0.792,1.823,2.343,1.817,1.604,0.793,0.715,1.482,1.93,1.318,1.991,1.547,1.568,1.403,1.122,1.299,0.614,0.576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.646,0.943,0.218,0.817,1.308,0.172,0.258,0.345,0.325,0.453,0.763,0.332,0.829,0.408,0.49,1.276,1.985,1.548,1.427,0.618,0.924,1.517,1.598,0.758,1.025,0.998,1.337,1.371,1.179,1.052,0.536,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,1.061,1.031,0.51,1.307,1.649,0.464,0.655,0.88,0.816,1.718,1.519,0.791,0.792,0.962,0.935,1.51,2.65,2.737,1.647,1.466,1.895,1.998,2.81,1.32,1.748,2.566,3.336,2.228,1.647,1.489,0.914,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.889,1.279,0.342,1.248,1.149,0.479,0.408,0.468,0.573,1.288,1.403,0.82,0.894,0.937,0.629,1.461,2.064,2.162,1.849,1.867,1.561,1.528,2.871,1.211,1.444,2.166,2.728,1.529,1.506,1.774,0.764,0.778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.198,0.628,0.219,0.621,0.29,0.422,0.278,0.037,0,0.583,0.698,0.653,0.777,0.384,0.349,1.055,1.354,1.26,0.973,1.03,0.758,1.196,1.107,0.623,0.663,0.82,1.314,0.888,0.924,1.285,0.391,0.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.532,0.811,0.335,0.676,0.624,0.412,0.48,0.257,0.347,1.138,1.153,0.72,0.706,0.846,0.673,1.344,1.787,1.38,1.394,1.696,1.252,1.253,1.762,1.031,1.065,0.595,1.03,1.354,1.262,1.711,0.537,0.297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.763,0.574,0.383,1.032,0.756,0.395,0.479,0.58,0.435,1.312,1.307,0.508,0.806,0.969,0.861,1.055,1.824,1.423,1.264,1.637,1.872,1.619,1.519,1.638,1.96,0.997,1.191,1.403,1.511,1.923,0.717,0.517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.505,0.66,0.337,0.983,0.564,0.403,0.504,0.645,0.392,1.345,1.25,0.823,0.702,0.703,0.705,1.417,1.934,1.519,1.315,1.63,1.44,1.614,1.799,1.343,1.536,1.083,0.522,1.686,1.324,1.936,0.7,0.505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.395,0.37,0.19,0.626,0.611,0.384,0.408,0.365,0.366,0.894,0.597,0.687,0.743,0.82,0.788,1.12,1.267,1.327,1.088,1.797,1.927,1.157,1.671,1.383,1.624,1.446,1.199,1.058,1.641,1.674,0.424,0.296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.428,0.698,0.401,0.804,0.987,0.465,0.53,0.452,0.358,0.731,0.781,0.701,1.175,1.071,0.977,1.098,1.448,1.174,1.235,2.614,2.573,2.103,2.568,1.481,1.479,1.889,2.919,1.493,1.618,1.974,0.721,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.536,0.619,0.478,0.505,0.777,0.554,0.743,0.42,0.266,0.67,0.879,0.649,1.21,0.684,0.918,1.07,1.082,1.313,1.29,2.04,2.025,1.815,1.978,1.361,1.37,1.347,2.356,1.592,1.303,1.794,0.591,0.402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.477,0.605,0.384,0.523,0.819,0.359,0.765,0.21,0.264,0.848,0.708,0.893,1.268,0.816,0.857,1.001,1.473,1.48,1.302,2.55,2.457,1.461,1.632,1.222,1.428,1.968,2.071,1.296,1.645,1.948,0.78,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.784,0.495,0.368,0.742,1.005,0.365,0.627,0.552,0.373,1.101,0.721,0.819,1.33,0.92,0.642,1.171,1.275,1.263,1.195,2.094,2.046,1.651,1.991,1.425,1.824,1.339,2.038,1.954,1.612,1.548,0.987,0.597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.917,0.522,0.469,1.227,1.274,0.619,0.739,0.681,0.591,1.185,0.816,1.081,1.939,0.865,1.257,1.444,2.244,1.967,1.77,2.277,2.427,1.448,2.219,1.652,2.013,1.363,2.076,2.063,1.75,1.407,1.032,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.733,0.616,0.478,1.121,0.692,0.463,0.536,0.668,0.386,1.016,0.744,1.29,1.582,1.218,1.004,1.98,1.897,1.69,1.371,2.493,1.916,1.707,1.959,1.414,1.921,1.468,1.97,2.283,1.887,1.813,0.879,0.587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,1.073,0.861,0.546,1.112,0.73,0.51,0.752,0.633,0.704,1.556,1.308,1.481,1.775,1.061,0.7,1.639,2.056,1.748,1.332,2.441,2.399,1.631,2.306,1.559,1.808,1.802,2.278,2.136,1.847,1.682,1.153,1.086,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.641,0.624,0.356,0.684,0.746,0.395,0.431,0.37,0.274,0.859,1.053,0.672,0.863,0.487,0.286,1.45,1.414,1.117,1.188,1.579,1.564,1.12,1.5,1.32,1.161,2.067,1.646,1.646,1.48,1.368,0.323,0.383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.736,0.766,0.576,1.105,1.254,0.736,0.59,0.589,0.458,1.266,1.493,0.753,0.906,0.929,0.823,1.506,2.384,1.755,1.664,2.593,2.37,1.358,2.366,1.37,1.87,1.604,2.377,1.713,2.158,2.01,0.648,0.955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.53,0.812,0.558,0.75,0.88,0.529,0.582,0.558,0.397,1.426,1.533,0.968,1.259,0.891,0.543,1.076,1.834,1.585,1.5,1.939,2.029,1.24,2.151,1.628,1.797,1.825,3.098,1.543,1.779,1.514,0.71,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,0.884,0.791,0.677,1.058,1.123,0.649,0.541,0.585,0.58,1.9,1.441,1.206,2.086,1.037,0.835,1.731,2.406,1.486,1.577,2.18,2.425,1.804,2.357,2.503,2.42,2.485,2.856,1.96,2.16,1.847,0.821,1.168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1993,0.464,0.779,0.614,0.753,0.975,0.541,0.573,0.594,0.335,1.554,1.412,1.214,1.428,0.895,0.781,1.938,2.063,1.145,0.99,1.419,1.307,1.647,1.707,0.946,1.8,1.877,1.99,2.102,2.469,2.071,0.546,0.545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1994,0.693,0.874,0.676,0.674,0.77,0.447,0.507,0.567,0.669,1.486,1.48,0.952,1.246,0.607,0.521,1.69,1.983,1.578,1.484,1.795,1.607,1.377,2.077,1.24,1.392,1.583,2.396,2.242,1.993,1.674,0.555,0.696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1995,0.773,1.214,0.78,0.936,0.916,0.563,0.681,0.767,0.795,1.98,1.886,1.171,1.265,0.317,0.386,1.976,1.749,1.41,1.227,1.654,1.765,1.783,2.116,1.221,1.406,1.965,2.12,2.342,1.961,2.044,0.784,0.771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1996,0.098,0.708,0.454,0.184,0.161,0.27,0.308,0,0,0.565,0.343,0.182,0.189,0,0,0.833,0.905,0.596,0.564,0.801,0.567,0.29,0.429,0.252,0.395,0.719,0.725,0.803,0.917,0.918,0.047,0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1997,0.502,0.884,0.488,0.891,0.768,0.524,0.573,0.536,0.472,1.435,1.524,0.664,0.844,0.398,0.526,1.526,1.36,1.121,1.011,1.926,2.129,1.332,1.876,1.062,0.901,1.407,1.79,1.658,1.526,1.797,0.691,0.482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,0.636,1.02,0.67,0.752,0.714,0.503,0.648,0.567,0.331,1.429,1.525,0.719,1.414,0.692,0.543,1.649,1.665,1.43,1.328,2.242,2.848,1.694,1.859,0.952,1.421,1.19,1.593,1.623,1.55,1.996,0.436,0.891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,0.63,1.307,0.79,0.803,1,0.628,0.679,0.608,0.458,1.145,1.253,0.921,1.836,0.602,0.649,1.854,1.529,1.551,1.82,2.371,2.225,1.698,1.904,1.464,1.604,1.668,1.893,1.324,1.624,1.605,0.564,0.726,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,0.298,0.865,0.513,0.542,0.633,0.437,0.392,0.114,0,0.862,0.479,0.722,1.3,0.357,0.396,0.973,1.254,0.982,0.853,1.24,1.733,0.638,1.158,0.836,0.781,0.897,0.876,0.894,0.901,0.776,0,0.249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,0.446,0.723,0.559,0.54,0.802,0.457,0.404,0.422,0.183,1.286,1.229,0.582,1.434,0.328,0.287,1.019,1.439,1.041,1.135,2.315,1.841,1.43,1.746,1.248,1.136,1.034,0.927,1.324,1.365,1.159,0.293,0.448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0.19,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003,0.23,0.703,0.517,0.294,0.375,0.256,0.316,0.085,0.071,0.346,0.349,0.213,0.328,0.048,0,0.577,0.566,0.5,0.596,0.307,1.491,0.902,1.612,0.644,0.864,0.807,0.641,0.966,0.186,0.839,0.208,0.226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2004,0.256,0.433,0.391,0.372,0.402,0.248,0.194,0.153,0.069,0.816,1.053,0.46,0.952,0.157,0.114,0.826,0.626,0.496,0.516,1.871,1.199,1.357,1.804,0.724,0.77,0.759,0.769,1.486,0.809,0.813,0.096,0.187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2005,0.522,1.157,0.622,0.434,0.579,0.533,0.375,0.607,0.427,1.29,1.074,1.273,1.631,0.434,0.381,0.677,1.001,1.092,1.01,2.712,2.251,1.531,2.078,1.245,1.049,0.386,1.498,1.492,1.325,1.155,0.196,0.294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2006,0.142,0.614,0.379,0.17,0.386,0.209,0.178,0.121,0.03,1.015,0.904,0.457,0.742,0.197,0.183,0.779,0.976,0.74,0.66,1.968,1.555,0.813,1.611,0.653,0.808,0.718,0.855,0.861,0.917,0.457,0.476,0.078,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,0.318,1.203,0.562,0.309,0.502,0.226,0.243,0.051,0.042,1.193,1.166,0.527,0.652,0.351,0.18,0.72,0.891,0.824,0.869,2.565,2.05,0.874,1.188,0.69,1.031,1.204,1.621,1.209,1.08,1.236,0.359,0.398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,0.453,1.074,0.851,0.409,0.727,0.478,0.458,0.42,0.325,1.749,1.617,0.478,1.067,0.779,0.591,1.155,1.277,0.836,0.748,3.208,2.206,1.875,1.773,1.168,0.884,1.251,1.812,1.43,1.104,2.12,0.49,0.558,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
