tree,n_missing_total,n_missing_1980_on,n_outliers_total
141011_raw,405,45,1
141012_raw,411,45,2
141021_raw,99,45,20
141022_raw,108,45,21
141031_raw,238,45,9
141032_raw,90,45,5
141041_raw,195,45,9
141042_raw,195,45,8
141051_raw,324,45,6
141052_raw,284,45,8
141061_raw,380,45,4
141062_raw,346,45,5
141071_raw,353,45,7
141072_raw,297,45,6
141081_raw,343,45,6
141082_raw,345,45,5
141091_raw,355,45,6
141092_raw,406,45,1
141101_raw,384,45,4
141102_raw,345,45,1
141111_raw,408,45,3
141112_raw,323,45,6
141121_raw,385,45,2
141122_raw,372,45,4
141131_raw,386,45,3
141132_raw,379,45,5
141141_raw,503,45,0
141142_raw,418,45,2
141151_raw,505,45,0
141152_raw,367,45,4
141161_raw,181,45,13
141162_raw,168,45,12
141171_raw,465,45,2
141172_raw,363,45,1
141181_raw,184,45,5
141182_raw,194,45,3
141191_raw,461,45,0
141192_raw,535,45,1
141201_raw,52,45,23
141202_raw,74,45,11
141211_raw,264,45,3
141212_raw,369,45,1
